구분,전체,남성,여성
20대,1202,350,852
30대,4658,2122,2536
40대,4084,2305,1779
50대,1575,1094,481
60대 이상,635,514,121
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
